Module,Run_Type,Run_Start_ticks,Run_Start_sec,Unused1,Unused2
0,0x501,-1107295228,1487800173,--,--
No,Ch,Hit,Time_H,Time_L,Energy
2170,0,0x110121,0,1422629760,10988
2171,0,0x110121,0,1423285120,11200
2172,0,0x110121,0,1423940480,11192
2173,0,0x110121,0,1424595840,11195
2174,0,0x110121,0,1425251200,11191
2175,0,0x110121,0,1425906560,11198
2176,0,0x110121,0,1426561920,11192
2177,0,0x110121,0,1427217280,11197
2178,0,0x110121,0,1427872640,11187
2179,0,0x110121,0,1428528000,9713
2180,0,0x110121,0,1429183360,11195
2181,0,0x110121,0,1429838720,11200
2182,0,0x110121,0,1430494080,11755
2183,0,0x110121,0,1431149440,11186
2184,0,0x110121,0,1431804800,11200
2185,0,0x110121,0,1432460160,11189
2186,0,0x110121,0,1433115520,11189
2187,0,0x110121,0,1433770880,11190
2188,0,0x110121,0,1434426240,11188
2189,0,0x110121,0,1435081600,11180
2190,0,0x110121,0,1435736960,10724
2191,0,0x110121,0,1436392320,11197
2192,0,0x110121,0,1437047680,11192
2193,0,0x110121,0,1437703040,8480
2194,0,0x110121,0,1438358400,11196
2195,0,0x110121,0,1439013760,11194
2196,0,0x110121,0,1439669120,11187
2197,0,0x110121,0,1440324480,11195
2198,0,0x110121,0,1440979840,11181
2199,0,0x110121,0,1441635200,11195
2200,0,0x110121,0,1442290560,11202
2201,0,0x110121,0,1442945920,11190
2202,0,0x110121,0,1443601280,11186
2203,0,0x110121,0,1444256640,11096
2204,0,0x110121,0,1444912000,11193
2205,0,0x110121,0,1445567360,11180
2206,0,0x110121,0,1446222720,11924
2207,0,0x110121,0,1446878080,11195
2208,0,0x110121,0,1447533440,11184
2209,0,0x110121,0,1448188800,11188
2210,0,0x110121,0,1448844160,11200
2211,0,0x110121,0,1449499520,11194
2212,0,0x110121,0,1450154880,11186
2213,0,0x110121,0,1450810240,11200
2214,0,0x110121,0,1451465600,11193
2215,0,0x110121,0,1452120960,11206
2216,0,0x110121,0,1452776320,11191
2217,0,0x110121,0,1453431680,11191
2218,0,0x110121,0,1454087040,11189
2219,0,0x110121,0,1454742400,11193
2220,0,0x110121,0,1455397760,11189
2221,0,0x110121,0,1456053120,11194
2222,0,0x110121,0,1456708480,11193
2223,0,0x110121,0,1457363840,10838
2224,0,0x110121,0,1458019200,11197
2225,0,0x110121,0,1458674560,11198
2226,0,0x110121,0,1459329920,11198
2227,0,0x110121,0,1459985280,11185
2228,0,0x110121,0,1460640640,11190
2229,0,0x110121,0,1461296000,11202
2230,0,0x110121,0,1461951360,10535
2231,0,0x110121,0,1462606720,11190
2232,0,0x110121,0,1463262080,11194
2233,0,0x110121,0,1463917440,11908
2234,0,0x110121,0,1464572800,11195
2235,0,0x110121,0,1465228160,11194
2236,0,0x110121,0,1465883520,11206
2237,0,0x110121,0,1466538880,11190
2238,0,0x110121,0,1467194240,9923
2239,0,0x110121,0,1467849600,11196
2240,0,0x110121,0,1468504960,11195
2241,0,0x110121,0,1469160320,11960
2242,0,0x110121,0,1469815680,11184
2243,0,0x110121,0,1470471040,11195
2244,0,0x110121,0,1471126400,11198
2245,0,0x110121,0,1471781760,11185
2246,0,0x110121,0,1472437120,11197
2247,0,0x110121,0,1473092480,11195
2248,0,0x110121,0,1473747840,10025
2249,0,0x110121,0,1474403200,11186
2250,0,0x110121,0,1475058560,11202
2251,0,0x110121,0,1475713920,11803
2252,0,0x110121,0,1476369280,11193
2253,0,0x110121,0,1477024640,11192
2254,0,0x110121,0,1477680000,11196
2255,0,0x110121,0,1478335360,11193
2256,0,0x110121,0,1478990720,10544
2257,0,0x110121,0,1479646080,11185
2258,0,0x110121,0,1480301440,11185
2259,0,0x110121,0,1480956800,11896
2260,0,0x110121,0,1481612160,11188
2261,0,0x110121,0,1482267520,11187
2262,0,0x110121,0,1482922880,11172
2263,0,0x110121,0,1483578240,11197
2264,0,0x110121,0,1484233600,11195
2265,0,0x110121,0,1484888960,11200
2266,0,0x110121,0,1485544320,10071
2267,0,0x110121,0,1486199680,11190
2268,0,0x110121,0,1486855040,11182
2269,0,0x110121,0,1487510400,11189
2270,0,0x110121,0,1488165760,11187
2271,0,0x110121,0,1488821120,11190
2272,0,0x110121,0,1489476480,11181
2273,0,0x110121,0,1490131840,11196
2274,0,0x110121,0,1490787200,10571
2275,0,0x110121,0,1491442560,11190
2276,0,0x110121,0,1492097920,11189
2277,0,0x110121,0,1492753280,11185
2278,0,0x110121,0,1493408640,11193
2279,0,0x110121,0,1494064000,11199
2280,0,0x110121,0,1494719360,11191
2281,0,0x110121,0,1495374720,8652
2282,0,0x110121,0,1496030080,11193
2283,0,0x110121,0,1496685440,11203
2284,0,0x110121,0,1497340800,11193
2285,0,0x110121,0,1497996160,11198
2286,0,0x110121,0,1498651520,11198
2287,0,0x110121,0,1499306880,11179
2288,0,0x110121,0,1499962240,11193
2289,0,0x110121,0,1500617600,8564
2290,0,0x110121,0,1501272960,11195
2291,0,0x110121,0,1501928320,11202
2292,0,0x110121,0,1502583680,11318
2293,0,0x110121,0,1503239040,11183
2294,0,0x110121,0,1503894400,11192
2295,0,0x110121,0,1504549760,11189
2296,0,0x110121,0,1505205120,11183
2297,0,0x110121,0,1505860480,11185
2298,0,0x110121,0,1506515840,11190
2299,0,0x110121,0,1507171200,11187
2300,0,0x110121,0,1507826560,11188
2301,0,0x110121,0,1508481920,11187
2302,0,0x110121,0,1509137280,11195
2303,0,0x110121,0,1509792640,11195
2304,0,0x110121,0,1510448000,11195
2305,0,0x110121,0,1511103360,11187
2306,0,0x110121,0,1511758720,11195
2307,0,0x110121,0,1512414080,11190
2308,0,0x110121,0,1513069440,9973
2309,0,0x110121,0,1513724800,11186
2310,0,0x110121,0,1514380160,11197
2311,0,0x110121,0,1515035520,11827
2312,0,0x110121,0,1515690880,11190
2313,0,0x110121,0,1516346240,11186
2314,0,0x110121,0,1517001600,11191
2315,0,0x110121,0,1517656960,11194
2316,0,0x110121,0,1518312320,11194
2317,0,0x110121,0,1518967680,11197
2318,0,0x110121,0,1519623040,11193
2319,0,0x110121,0,1520278400,11197
2320,0,0x110121,0,1520933760,11197
2321,0,0x110121,0,1521589120,9968
2322,0,0x110121,0,1522244480,11191
2323,0,0x110121,0,1522899840,11189
2324,0,0x110121,0,1523555200,11801
2325,0,0x110121,0,1524210560,11189
2326,0,0x110121,0,1524865920,11196
2327,0,0x110121,0,1525521280,11192
2328,0,0x110121,0,1526176640,11186
2329,0,0x110121,0,1526832000,11192
2330,0,0x110121,0,1527487360,11195
2331,0,0x110121,0,1528142720,11187
2332,0,0x110121,0,1528798080,11890
2333,0,0x110121,0,1529453440,11196
2334,0,0x110121,0,1530108800,11194
2335,0,0x110121,0,1530764160,11188
2336,0,0x110121,0,1531419520,11191
2337,0,0x110121,0,1532074880,11189
2338,0,0x110121,0,1532730240,11200
2339,0,0x110121,0,1533385600,10572
2340,0,0x110121,0,1534040960,11186
2341,0,0x110121,0,1534696320,11188
2342,0,0x110121,0,1535351680,11908
2343,0,0x110121,0,1536007040,11191
2344,0,0x110121,0,1536662400,11195
2345,0,0x110121,0,1537317760,11189
2346,0,0x110121,0,1537973120,11191
2347,0,0x110121,0,1538628480,11197
2348,0,0x110121,0,1539283840,11189
2349,0,0x110121,0,1539939200,11206
2350,0,0x110121,0,1540594560,11191
2351,0,0x110121,0,1541249920,9597
2352,0,0x110121,0,1541905280,11189
2353,0,0x110121,0,1542560640,11187
2354,0,0x110121,0,1543216000,11733
2355,0,0x110121,0,1543871360,11198
2356,0,0x110121,0,1544526720,11191
2357,0,0x110121,0,1545182080,11201
2358,0,0x110121,0,1545837440,11199
2359,0,0x110121,0,1546492800,11198
2360,0,0x110121,0,1547148160,11183
2361,0,0x110121,0,1547803520,11187
2362,0,0x110121,0,1548458880,11723
2363,0,0x110121,0,1549114240,11193
2364,0,0x110121,0,1549769600,11191
2365,0,0x110121,0,1550424960,11181
2366,0,0x110121,0,1551080320,11191
2367,0,0x110121,0,1551735680,11190
2368,0,0x110121,0,1552391040,11184
2369,0,0x110121,0,1553046400,11188
2370,0,0x110121,0,1553701760,11198
2371,0,0x110121,0,1554357120,11178
2372,0,0x110121,0,1555012480,11092
2373,0,0x110121,0,1555667840,11189
2374,0,0x110121,0,1556323200,11191
2375,0,0x110121,0,1556978560,11192
2376,0,0x110121,0,1557633920,11187
2377,0,0x110121,0,1558289280,11114
2378,0,0x110121,0,1558944640,11182
2379,0,0x110121,0,1559600000,11187
2380,0,0x110121,0,1560255360,11192
2381,0,0x110121,0,1560910720,11192
2382,0,0x110121,0,1561566080,11196
2383,0,0x110121,0,1562221440,11193
2384,0,0x110121,0,1562876800,11193
2385,0,0x110121,0,1563532160,11189
2386,0,0x110121,0,1564187520,11192
2387,0,0x110121,0,1564842880,10337
2388,0,0x110121,0,1565498240,11189
2389,0,0x110121,0,1566153600,11190
2390,0,0x110121,0,1566808960,11868
2391,0,0x110121,0,1567464320,11199
2392,0,0x110121,0,1568119680,11187
2393,0,0x110121,0,1568775040,11200
2394,0,0x110121,0,1569430400,11198
2395,0,0x110121,0,1570085760,10292
2396,0,0x110121,0,1570741120,11189
2397,0,0x110121,0,1571396480,11186
2398,0,0x110121,0,1572051840,11861
2399,0,0x110121,0,1572707200,11194
2400,0,0x110121,0,1573362560,11184
2401,0,0x110121,0,1574017920,11197
2402,0,0x110121,0,1574673280,11189
2403,0,0x110121,0,1575328640,11194
2404,0,0x110121,0,1575984000,11186
2405,0,0x110121,0,1576639360,9769
2406,0,0x110121,0,1577294720,11192
2407,0,0x110121,0,1577950080,11191
2408,0,0x110121,0,1578605440,11197
2409,0,0x110121,0,1579260800,11208
2410,0,0x110121,0,1579916160,11186
2411,0,0x110121,0,1580571520,11207
2412,0,0x110121,0,1581226880,11197
2413,0,0x110121,0,1581882240,11417
2414,0,0x110121,0,1582537600,11195
2415,0,0x110121,0,1583192960,11192
2416,0,0x110121,0,1583848320,11198
2417,0,0x110121,0,1584503680,11190
2418,0,0x110121,0,1585159040,11199
2419,0,0x110121,0,1585814400,11201
2420,0,0x110121,0,1586469760,11184
2421,0,0x110121,0,1587125120,11188
2422,0,0x110121,0,1587780480,11198
2423,0,0x110121,0,1588435840,11194
2424,0,0x110121,0,1589091200,11189
2425,0,0x110121,0,1589746560,11196
2426,0,0x110121,0,1590401920,10806
2427,0,0x110121,0,1591057280,11188
2428,0,0x110121,0,1591712640,11192
2429,0,0x110121,0,1592368000,11953
2430,0,0x110121,0,1593023360,11189
2431,0,0x110121,0,1593678720,11187
2432,0,0x110121,0,1594334080,11198
2433,0,0x110121,0,1594989440,11187
2434,0,0x110121,0,1595644800,11190
2435,0,0x110121,0,1596300160,11200
2436,0,0x110121,0,1596955520,9821
2437,0,0x110121,0,1597610880,11203
2438,0,0x110121,0,1598266240,11185
2439,0,0x110121,0,1598921600,11194
2440,0,0x110121,0,1599576960,11193
2441,0,0x110121,0,1600232320,10905
2442,0,0x110121,0,1600887680,11198
2443,0,0x110121,0,1601543040,11189
2444,0,0x110121,0,1602198400,11963
2445,0,0x110121,0,1602853760,11191
2446,0,0x110121,0,1603509120,11200
2447,0,0x110121,0,1604164480,11184
2448,0,0x110121,0,1604819840,11195
2449,0,0x110121,0,1605475200,11199
2450,0,0x110121,0,1606130560,11201
2451,0,0x110121,0,1606785920,9971
2452,0,0x110121,0,1607441280,11881
2453,0,0x110121,0,1608096640,11191
2454,0,0x110121,0,1608752000,11191
2455,0,0x110121,0,1609407360,11198
2456,0,0x110121,0,1610062720,11184
2457,0,0x110121,0,1610718080,11187
2458,0,0x110121,0,1611373440,11190
2459,0,0x110121,0,1612028800,10500
2460,0,0x110121,0,1612684160,11190
2461,0,0x110121,0,1613339520,11187
2462,0,0x110121,0,1613994880,11197
2463,0,0x110121,0,1614650240,11188
2464,0,0x110121,0,1615305600,11196
2465,0,0x110121,0,1615960960,11186
2466,0,0x110121,0,1616616320,11194
2467,0,0x110121,0,1617271680,11229
2468,0,0x110121,0,1617927040,11187
2469,0,0x110121,0,1618582400,11191
2470,0,0x110121,0,1619237760,11184
2471,0,0x110121,0,1619893120,11186
2472,0,0x110121,0,1620548480,11189
2473,0,0x110121,0,1621203840,11178
2474,0,0x110121,0,1621859200,9350
2475,0,0x110121,0,1622514560,11192
2476,0,0x110121,0,1623169920,11187
2477,0,0x110121,0,1623825280,11695
2478,0,0x110121,0,1624480640,11189
2479,0,0x110121,0,1625136000,11191
2480,0,0x110121,0,1625791360,11187
2481,0,0x110121,0,1626446720,11197
2482,0,0x110121,0,1627102080,11194
2483,0,0x110121,0,1627757440,11191
2484,0,0x110121,0,1628412800,11188
2485,0,0x110121,0,1629068160,11678
2486,0,0x110121,0,1629723520,11195
2487,0,0x110121,0,1630378880,11187
2488,0,0x110121,0,1631034240,11182
2489,0,0x110121,0,1631689600,11192
2490,0,0x110121,0,1632344960,11196
2491,0,0x110121,0,1633000320,11197
2492,0,0x110121,0,1633655680,11336
2493,0,0x110121,0,1634311040,11193
2494,0,0x110121,0,1634966400,11193
2495,0,0x110121,0,1635621760,11188
2496,0,0x110121,0,1636277120,11193
2497,0,0x110121,0,1636932480,11194
2498,0,0x110121,0,1637587840,11198
2499,0,0x110121,0,1638243200,11185
2500,0,0x110121,0,1638898560,11928
2501,0,0x110121,0,1639553920,11187
2502,0,0x110121,0,1640209280,11197
2503,0,0x110121,0,1640864640,11188
2504,0,0x110121,0,1641520000,11195
2505,0,0x110121,0,1642175360,11192
2506,0,0x110121,0,1642830720,11188
2507,0,0x110121,0,1643486080,9589
2508,0,0x110121,0,1644141440,11183
2509,0,0x110121,0,1644796800,11187
2510,0,0x110121,0,1645452160,11729
2511,0,0x110121,0,1646107520,11191
2512,0,0x110121,0,1646762880,11203
2513,0,0x110121,0,1647418240,11193
2514,0,0x110121,0,1648073600,11192
2515,0,0x110121,0,1648728960,10209
2516,0,0x110121,0,1649384320,11195
2517,0,0x110121,0,1650039680,11198
2518,0,0x110121,0,1650695040,11843
2519,0,0x110121,0,1651350400,11193
2520,0,0x110121,0,1652005760,11187
2521,0,0x110121,0,1652661120,11187
2522,0,0x110121,0,1653316480,11189
2523,0,0x110121,0,1653971840,11189
2524,0,0x110121,0,1654627200,11204
2525,0,0x110121,0,1655282560,9650
2526,0,0x110121,0,1655937920,11188
2527,0,0x110121,0,1656593280,11199
2528,0,0x110121,0,1657248640,11193
2529,0,0x110121,0,1657904000,11198
2530,0,0x110121,0,1658559360,11188
2531,0,0x110121,0,1659214720,11189
2532,0,0x110121,0,1659870080,11189
2533,0,0x110121,0,1660525440,10750
2534,0,0x110121,0,1661180800,11187
2535,0,0x110121,0,1661836160,11190
2536,0,0x110121,0,1662491520,11938
2537,0,0x110121,0,1663146880,11805
2538,0,0x110121,0,1663802240,11192
2539,0,0x110121,0,1664457600,11194
2540,0,0x110121,0,1665112960,11199
2541,0,0x110121,0,1665768320,9532
2542,0,0x110121,0,1666423680,11190
2543,0,0x110121,0,1667079040,11195
2544,0,0x110121,0,1667734400,11194
2545,0,0x110121,0,1668389760,11180
2546,0,0x110121,0,1669045120,11189
2547,0,0x110121,0,1669700480,11196
2548,0,0x110121,0,1670355840,11193
2549,0,0x110121,0,1671011200,11200
2550,0,0x110121,0,1671666560,11188
2551,0,0x110121,0,1672321920,11182
2552,0,0x110121,0,1672977280,11184
2553,0,0x110121,0,1673632640,11216
2554,0,0x110121,0,1674288000,11195
2555,0,0x110121,0,1674943360,11189
2556,0,0x110121,0,1675598720,11189
2557,0,0x110121,0,1676254080,11189
2558,0,0x110121,0,1676909440,11195
2559,0,0x110121,0,1677564800,11187
2560,0,0x110121,0,1678220160,11186
2561,0,0x110121,0,1678875520,11782
2562,0,0x110121,0,1679530880,11191
2563,0,0x110121,0,1680186240,11191
2564,0,0x110121,0,1680841600,11188
2565,0,0x110121,0,1681496960,11196
2566,0,0x110121,0,1682152320,11205
2567,0,0x110121,0,1682807680,11198
2568,0,0x110121,0,1683463040,11189
2569,0,0x110121,0,1684118400,11195
2570,0,0x110121,0,1684773760,11192
2571,0,0x110121,0,1685429120,11485
2572,0,0x110121,0,1686084480,11186
2573,0,0x110121,0,1686739840,11196
2574,0,0x110121,0,1687395200,11196
2575,0,0x110121,0,1688050560,11198
2576,0,0x110121,0,1688705920,11197
2577,0,0x110121,0,1689361280,11141
2578,0,0x110121,0,1690016640,11199
2579,0,0x110121,0,1690672000,11203
2580,0,0x110121,0,1691327360,11186
2581,0,0x110121,0,1691982720,11190
2582,0,0x110121,0,1692638080,11204
2583,0,0x110121,0,1693293440,11186
2584,0,0x110121,0,1693948800,11191
2585,0,0x110121,0,1694604160,11185
2586,0,0x110121,0,1695259520,11195
2587,0,0x110121,0,1695914880,10852
2588,0,0x110121,0,1696570240,11191
2589,0,0x110121,0,1697225600,11188
2590,0,0x110121,0,1697880960,11187
2591,0,0x110121,0,1698536320,11198
2592,0,0x110121,0,1699191680,11194
2593,0,0x110121,0,1699847040,11185
2594,0,0x110121,0,1700502400,11183
2595,0,0x110121,0,1701157760,11167
2596,0,0x110121,0,1701813120,11194
2597,0,0x110121,0,1702468480,11197
2598,0,0x110121,0,1703123840,11203
2599,0,0x110121,0,1703779200,11196
2600,0,0x110121,0,1704434560,11192
2601,0,0x110121,0,1705089920,11193
2602,0,0x110121,0,1705745280,11185
2603,0,0x110121,0,1706400640,11198
2604,0,0x110121,0,1707056000,11194
2605,0,0x110121,0,1707711360,11197
2606,0,0x110121,0,1708366720,11203
2607,0,0x110121,0,1709022080,10659
2608,0,0x110121,0,1709677440,11189
2609,0,0x110121,0,1710332800,11188
2610,0,0x110121,0,1710988160,11200
2611,0,0x110121,0,1711643520,11187
2612,0,0x110121,0,1712298880,11186
2613,0,0x110121,0,1712954240,11184
2614,0,0x110121,0,1713609600,11194
2615,0,0x110121,0,1714264960,11189
2616,0,0x110121,0,1714920320,11180
2617,0,0x110121,0,1715575680,10068
2618,0,0x110121,0,1716231040,11193
2619,0,0x110121,0,1716886400,11184
2620,0,0x110121,0,1717541760,11198
2621,0,0x110121,0,1718197120,11189
2622,0,0x110121,0,1718852480,11187
2623,0,0x110121,0,1719507840,11185
2624,0,0x110121,0,1720163200,11190
2625,0,0x110121,0,1720818560,10010
2626,0,0x110121,0,1721473920,11196
2627,0,0x110121,0,1722129280,11187
2628,0,0x110121,0,1722784640,11814
2629,0,0x110121,0,1723440000,11184
2630,0,0x110121,0,1724095360,11188
2631,0,0x110121,0,1724750720,11188
2632,0,0x110121,0,1725406080,11191
2633,0,0x110121,0,1726061440,11195
2634,0,0x110121,0,1726716800,11188
2635,0,0x110121,0,1727372160,11196
2636,0,0x110121,0,1728027520,11188
2637,0,0x110121,0,1728682880,8718
2638,0,0x110121,0,1729338240,11195
2639,0,0x110121,0,1729993600,11191
2640,0,0x110121,0,1730648960,11726
2641,0,0x110121,0,1731304320,11185
2642,0,0x110121,0,1731959680,11192
2643,0,0x110121,0,1732615040,11190
2644,0,0x110121,0,1733270400,11190
2645,0,0x110121,0,1733925760,11182
2646,0,0x110121,0,1734581120,11196
2647,0,0x110121,0,1735236480,11194
2648,0,0x110121,0,1735891840,11189
2649,0,0x110121,0,1736547200,11198
2650,0,0x110121,0,1737202560,11190
2651,0,0x110121,0,1737857920,11199
2652,0,0x110121,0,1738513280,11191
2653,0,0x110121,0,1739168640,11194
2654,0,0x110121,0,1739824000,11198
2655,0,0x110121,0,1740479360,11197
2656,0,0x110121,0,1741134720,11187
2657,0,0x110121,0,1741790080,11194
2658,0,0x110121,0,1742445440,11739
2659,0,0x110121,0,1743100800,11185
2660,0,0x110121,0,1743756160,11183
2661,0,0x110121,0,1744411520,11197
2662,0,0x110121,0,1745066880,11187
2663,0,0x110121,0,1745722240,11192
2664,0,0x110121,0,1746377600,11197
2665,0,0x110121,0,1747032960,8944
2666,0,0x110121,0,1747688320,11195
2667,0,0x110121,0,1748343680,11978
2668,0,0x110121,0,1748999040,11195
2669,0,0x110121,0,1749654400,11191
2670,0,0x110121,0,1750309760,11190
2671,0,0x110121,0,1750965120,11196
2672,0,0x110121,0,1751620480,11185
2673,0,0x110121,0,1752275840,11193
2674,0,0x110121,0,1752931200,10652
2675,0,0x110121,0,1753586560,11191
2676,0,0x110121,0,1754241920,11201
2677,0,0x110121,0,1754897280,11924
2678,0,0x110121,0,1755552640,11189
2679,0,0x110121,0,1756208000,11200
2680,0,0x110121,0,1756863360,11197
2681,0,0x110121,0,1757518720,11196
2682,0,0x110121,0,1758174080,11546
2683,0,0x110121,0,1758829440,11186
2684,0,0x110121,0,1759484800,11188
2685,0,0x110121,0,1760140160,11188
2686,0,0x110121,0,1760795520,11194
2687,0,0x110121,0,1761450880,11196
2688,0,0x110121,0,1762106240,11183
2689,0,0x110121,0,1762761600,11197
2690,0,0x110121,0,1763416960,11187
2691,0,0x110121,0,1764072320,11204
2692,0,0x110121,0,1764727680,11356
2693,0,0x110121,0,1765383040,11194
2694,0,0x110121,0,1766038400,11201
2695,0,0x110121,0,1766693760,11198
2696,0,0x110121,0,1767349120,11184
2697,0,0x110121,0,1768004480,11193
2698,0,0x110121,0,1768659840,11187
2699,0,0x110121,0,1769315200,11186
2700,0,0x110121,0,1769970560,11042
2701,0,0x110121,0,1770625920,11187
2702,0,0x110121,0,1771281280,11189
2703,0,0x110121,0,1771936640,11917
2704,0,0x110121,0,1772592000,11191
2705,0,0x110121,0,1773247360,11182
2706,0,0x110121,0,1773902720,11194
2707,0,0x110121,0,1774558080,11192
2708,0,0x110121,0,1775213440,11202
2709,0,0x110121,0,1775868800,11189
2710,0,0x110121,0,1776524160,9540
2711,0,0x110121,0,1777179520,11351
2712,0,0x110121,0,1777834880,11193
2713,0,0x110121,0,1778490240,11188
2714,0,0x110121,0,1779145600,11195
2715,0,0x110121,0,1779800960,11190
2716,0,0x110121,0,1780456320,11194
2717,0,0x110121,0,1781111680,11193
2718,0,0x110121,0,1781767040,10677
2719,0,0x110121,0,1782422400,11189
2720,0,0x110121,0,1783077760,11186
2721,0,0x110121,0,1783733120,11830
2722,0,0x110121,0,1784388480,11192
2723,0,0x110121,0,1785043840,11192
2724,0,0x110121,0,1785699200,11195
2725,0,0x110121,0,1786354560,11194
2726,0,0x110121,0,1787009920,11196
2727,0,0x110121,0,1787665280,11190
2728,0,0x110121,0,1788320640,11189
2729,0,0x110121,0,1788976000,11187
2730,0,0x110121,0,1789631360,11182
2731,0,0x110121,0,1790286720,11186
2732,0,0x110121,0,1790942080,11179
2733,0,0x110121,0,1791597440,11181
2734,0,0x110121,0,1792252800,11195
2735,0,0x110121,0,1792908160,11189
2736,0,0x110121,0,1793563520,11197
2737,0,0x110121,0,1794218880,11186
2738,0,0x110121,0,1794874240,11185
2739,0,0x110121,0,1795529600,11182
2740,0,0x110121,0,1796184960,10459
2741,0,0x110121,0,1796840320,11190
2742,0,0x110121,0,1797495680,11193
2743,0,0x110121,0,1798151040,11188
2744,0,0x110121,0,1798806400,11189
2745,0,0x110121,0,1799461760,11187
2746,0,0x110121,0,1800117120,11186
2747,0,0x110121,0,1800772480,11184
2748,0,0x110121,0,1801427840,11650
2749,0,0x110121,0,1802083200,11192
2750,0,0x110121,0,1802738560,11196
2751,0,0x110121,0,1803393920,11202
2752,0,0x110121,0,1804049280,11191
2753,0,0x110121,0,1804704640,11188
2754,0,0x110121,0,1805360000,11188
2755,0,0x110121,0,1806015360,11185
2756,0,0x110121,0,1806670720,11191
2757,0,0x110121,0,1807326080,11189
2758,0,0x110121,0,1807981440,11200
2759,0,0x110121,0,1808636800,11180
2760,0,0x110121,0,1809292160,11187
2761,0,0x110121,0,1809947520,11188
2762,0,0x110121,0,1810602880,11187
2763,0,0x110121,0,1811258240,9224
2764,0,0x110121,0,1811913600,11199
2765,0,0x110121,0,1812568960,11196
2766,0,0x110121,0,1813224320,11672
2767,0,0x110121,0,1813879680,11192
2768,0,0x110121,0,1814535040,11194
2769,0,0x110121,0,1815190400,11194
2770,0,0x110121,0,1815845760,11191
2771,0,0x110121,0,1816501120,11186
2772,0,0x110121,0,1817156480,11189
2773,0,0x110121,0,1817811840,11194
2774,0,0x110121,0,1818467200,11201
2775,0,0x110121,0,1819122560,11193
2776,0,0x110121,0,1819777920,11193
2777,0,0x110121,0,1820433280,11183
2778,0,0x110121,0,1821088640,10114
2779,0,0x110121,0,1821744000,11195
2780,0,0x110121,0,1822399360,11202
2781,0,0x110121,0,1823054720,11830
2782,0,0x110121,0,1823710080,11195
2783,0,0x110121,0,1824365440,11194
2784,0,0x110121,0,1825020800,11189
2785,0,0x110121,0,1825676160,11198
2786,0,0x110121,0,1826331520,11194
2787,0,0x110121,0,1826986880,11184
2788,0,0x110121,0,1827642240,11190
2789,0,0x110121,0,1828297600,11182
2790,0,0x110121,0,1828952960,11198
2791,0,0x110121,0,1829608320,11195
2792,0,0x110121,0,1830263680,11191
2793,0,0x110121,0,1830919040,11400
2794,0,0x110121,0,1831574400,11200
2795,0,0x110121,0,1832229760,11196
2796,0,0x110121,0,1832885120,11204
2797,0,0x110121,0,1833540480,11187
2798,0,0x110121,0,1834195840,11197
2799,0,0x110121,0,1834851200,11200
2800,0,0x110121,0,1835506560,11192
2801,0,0x110121,0,1836161920,11193
2802,0,0x110121,0,1836817280,11184
2803,0,0x110121,0,1837472640,11189
2804,0,0x110121,0,1838128000,11186
2805,0,0x110121,0,1838783360,11188
2806,0,0x110121,0,1839438720,11192
2807,0,0x110121,0,1840094080,11201
2808,0,0x110121,0,1840749440,11199
2809,0,0x110121,0,1841404800,11188
2810,0,0x110121,0,1842060160,11204
2811,0,0x110121,0,1842715520,11409
2812,0,0x110121,0,1843370880,11189
2813,0,0x110121,0,1844026240,11189
2814,0,0x110121,0,1844681600,11210
2815,0,0x110121,0,1845336960,11185
2816,0,0x110121,0,1845992320,11190
2817,0,0x110121,0,1846647680,11189
2818,0,0x110121,0,1847303040,11191
2819,0,0x110121,0,1847958400,11932
2820,0,0x110121,0,1848613760,11186
2821,0,0x110121,0,1849269120,11186
2822,0,0x110121,0,1849924480,11196
2823,0,0x110121,0,1850579840,11189
2824,0,0x110121,0,1851235200,11194
2825,0,0x110121,0,1851890560,11195
2826,0,0x110121,0,1852545920,10420
2827,0,0x110121,0,1853201280,11186
2828,0,0x110121,0,1853856640,11194
2829,0,0x110121,0,1854512000,11882
2830,0,0x110121,0,1855167360,11193
2831,0,0x110121,0,1855822720,11187
2832,0,0x110121,0,1856478080,11201
2833,0,0x110121,0,1857133440,11190
2834,0,0x110121,0,1857788800,11450
2835,0,0x110121,0,1858444160,11188
2836,0,0x110121,0,1859099520,11200
2837,0,0x110121,0,1859754880,11190
2838,0,0x110121,0,1860410240,11198
2839,0,0x110121,0,1861065600,11196
2840,0,0x110121,0,1861720960,11175
2841,0,0x110121,0,1862376320,9979
2842,0,0x110121,0,1863031680,11193
2843,0,0x110121,0,1863687040,11193
2844,0,0x110121,0,1864342400,11803
2845,0,0x110121,0,1864997760,11193
2846,0,0x110121,0,1865653120,11199
2847,0,0x110121,0,1866308480,11195
2848,0,0x110121,0,1866963840,11192
2849,0,0x110121,0,1867619200,10501
2850,0,0x110121,0,1868274560,11193
2851,0,0x110121,0,1868929920,11187
2852,0,0x110121,0,1869585280,11197
2853,0,0x110121,0,1870240640,11185
2854,0,0x110121,0,1870896000,11193
2855,0,0x110121,0,1871551360,11200
2856,0,0x110121,0,1872206720,10321
2857,0,0x110121,0,1872862080,11191
2858,0,0x110121,0,1873517440,11194
2859,0,0x110121,0,1874172800,11530
2860,0,0x110121,0,1874828160,11191
2861,0,0x110121,0,1875483520,10162
2862,0,0x110121,0,1876138880,11185
2863,0,0x110121,0,1876794240,11189
2864,0,0x110121,0,1877449600,11192
