sample,adc0,adc1,adc2,adc3
 735,1407,256,0,0
 736,1406,256,0,0
 737,1407,256,0,0
 738,1407,256,0,0
 739,1407,256,0,0
 740,1407,256,0,0
 741,1407,256,0,0
 742,1407,257,0,0
 743,1406,256,0,0
 744,1406,256,0,0
 745,1406,256,0,0
 746,1407,256,0,0
 747,1406,255,0,0
 748,1406,255,0,0
 749,1407,255,0,0
 750,1407,255,0,0
 751,1407,256,0,0
 752,1407,256,0,0
 753,1407,256,0,0
 754,1407,256,0,0
 755,1407,255,0,0
 756,1407,257,0,0
 757,1407,256,0,0
 758,1407,256,0,0
 759,1407,256,0,0
 760,1406,256,0,0
 761,1407,256,0,0
 762,1407,256,0,0
 763,1407,256,0,0
 764,1406,257,0,0
 765,1407,256,0,0
 766,1407,256,0,0
 767,1407,257,0,0
 768,1407,256,0,0
 769,1407,257,0,0
 770,1407,256,0,0
 771,1407,256,0,0
 772,1406,258,0,0
 773,1407,256,0,0
 774,1407,255,0,0
 775,1406,256,0,0
 776,1407,256,0,0
 777,1407,256,0,0
 778,1406,256,0,0
 779,1407,256,0,0
 780,1407,257,0,0
 781,1407,257,0,0
 782,1407,256,0,0
 783,1408,256,0,0
 784,1407,257,0,0
 785,1407,256,0,0
 786,1407,256,0,0
 787,1407,256,0,0
 788,1407,257,0,0
 789,1408,256,0,0
 790,1408,256,0,0
 791,1407,255,0,0
 792,1407,255,0,0
 793,1407,256,0,0
 794,1408,256,0,0
 795,1408,255,0,0
 796,1407,256,0,0
 797,1408,255,0,0
 798,1407,256,0,0
 799,1407,256,0,0
 800,1407,256,0,0
 801,1407,256,0,0
 802,1407,256,0,0
 803,1407,256,0,0
 804,1408,256,0,0
 805,1407,256,0,0
 806,1407,256,0,0
 807,1407,256,0,0
 808,1407,256,0,0
 809,1407,256,0,0
 810,1407,256,0,0
 811,1407,256,0,0
 812,1407,257,0,0
 813,1408,256,0,0
 814,1406,256,0,0
 815,1407,256,0,0
 816,1407,256,0,0
 817,1407,256,0,0
 818,1407,256,0,0
 819,1408,256,0,0
 820,1407,257,0,0
 821,1407,256,0,0
 822,1407,256,0,0
 823,1407,257,0,0
 824,1407,256,0,0
 825,1408,255,0,0
 826,1407,256,0,0
 827,1407,255,0,0
 828,1407,257,0,0
 829,1407,256,0,0
 830,1407,256,0,0
 831,1407,256,0,0
 832,1408,258,0,0
 833,1407,257,0,0
 834,1408,256,0,0
 835,1408,256,0,0
 836,1408,257,0,0
 837,1406,257,0,0
 838,1408,256,0,0
 839,1408,256,0,0
 840,1407,256,0,0
 841,1408,256,0,0
 842,1407,255,0,0
 843,1408,255,0,0
 844,1408,256,0,0
 845,1408,256,0,0
 846,1408,256,0,0
 847,1408,257,0,0
 848,1408,257,0,0
 849,1408,256,0,0
 850,1408,256,0,0
 851,1408,256,0,0
 852,1408,257,0,0
 853,1409,257,0,0
 854,1409,257,0,0
 855,1409,257,0,0
 856,1408,257,0,0
 857,1408,256,0,0
 858,1408,257,0,0
 859,1408,256,0,0
 860,1408,256,0,0
 861,1409,257,0,0
 862,1408,256,0,0
 863,1408,257,0,0
 864,1408,257,0,0
 865,1408,256,0,0
 866,1408,257,0,0
 867,1409,257,0,0
 868,1408,256,0,0
 869,1409,256,0,0
 870,1408,256,0,0
 871,1408,257,0,0
 872,1408,257,0,0
 873,1408,256,0,0
 874,1408,256,0,0
 875,1409,257,0,0
 876,1407,257,0,0
 877,1408,257,0,0
 878,1408,256,0,0
 879,1408,257,0,0
 880,1408,256,0,0
 881,1408,256,0,0
 882,1408,256,0,0
 883,1408,256,0,0
 884,1408,256,0,0
 885,1409,256,0,0
 886,1409,256,0,0
 887,1408,256,0,0
 888,1408,255,0,0
 889,1410,256,0,0
 890,3141,257,0,0
 891,2462,255,0,0
 892,2291,256,0,0
 893,2146,255,0,0
 894,2025,257,0,0
 895,1920,256,0,0
 896,1832,256,0,0
 897,1757,255,0,0
 898,1693,257,0,0
 899,1640,256,0,0
 900,1592,257,0,0
 901,1553,256,0,0
 902,1519,256,0,0
 903,1491,256,0,0
 904,1466,255,0,0
 905,1446,256,0,0
 906,1429,257,0,0
 907,1414,256,0,0
 908,1402,255,0,0
 909,1391,256,0,0
 910,1382,257,0,0
 911,1376,256,0,0
 912,1370,256,0,0
 913,1364,256,0,0
 914,1359,256,0,0
 915,1356,256,0,0
 916,1353,256,0,0
 917,1351,256,0,0
 918,1349,255,0,0
 919,1347,255,0,0
 920,1346,256,0,0
 921,1346,256,0,0
 922,1345,255,0,0
 923,1344,256,0,0
 924,1345,256,0,0
 925,1344,256,0,0
 926,1344,256,0,0
 927,1344,256,0,0
 928,1344,256,0,0
 929,1344,256,0,0
 930,1345,256,0,0
 931,1344,255,0,0
 932,1346,256,0,0
 933,1346,255,0,0
 934,1346,256,0,0
 935,1347,255,0,0
 936,1348,256,0,0
 937,1349,255,0,0
 938,1348,256,0,0
 939,1350,257,0,0
 940,1350,256,0,0
 941,1351,256,0,0
 942,1351,256,0,0
 943,1352,257,0,0
 944,1354,255,0,0
 945,1354,256,0,0
 946,1354,257,0,0
 947,1355,256,0,0
 948,1357,257,0,0
 949,1355,255,0,0
 950,1357,256,0,0
 951,1357,257,0,0
 952,1357,256,0,0
 953,1358,256,0,0
 954,1358,257,0,0
 955,1359,256,0,0
 956,1360,256,0,0
 957,1360,257,0,0
 958,1362,256,0,0
 959,1362,256,0,0
 960,1362,256,0,0
 961,1363,256,0,0
