sample,adc0,adc1,adc2,adc3
 927,54833,1312,1283,1202
 928,54825,1310,1284,1203
 929,54828,1314,1282,1200
 930,54828,1310,1284,1202
 931,54819,1312,1282,1201
 932,54820,1310,1286,1202
 933,54821,1313,1282,1203
 934,54819,1310,1283,1202
 935,54832,1312,1284,1202
 936,54835,1310,1283,1200
 937,54836,1312,1283,1203
 938,54831,1310,1283,1203
 939,54843,1312,1282,1202
 940,54837,1310,1284,1202
 941,54834,1310,1283,1203
 942,54826,1312,1282,1202
 943,54837,1313,1284,1199
 944,54832,1310,1283,1202
 945,54834,1312,1283,1200
 946,54830,1311,1282,1201
 947,54832,1311,1284,1199
 948,54823,1310,1284,1204
 949,54828,1313,1283,1200
 950,54827,1312,1283,1201
 951,54814,1311,1282,1201
 952,54820,1313,1282,1201
 953,54813,1311,1283,1202
 954,54819,1313,1284,1202
 955,54819,1309,1283,1203
 956,54822,1314,1282,1203
 957,54819,1312,1283,1202
 958,54819,1313,1284,1199
 959,54820,1309,1282,1202
 960,54821,1315,1284,1200
 961,54815,1309,1284,1203
 962,54812,1311,1283,1202
 963,54811,1310,1283,1201
 964,54821,1313,1284,1200
 965,54818,1310,1282,1203
 966,54820,1313,1284,1201
 967,54809,1311,1283,1202
 968,54816,1312,1283,1203
 969,54813,1310,1283,1203
 970,54814,1313,1283,1200
 971,54816,1310,1283,1203
 972,54810,1312,1282,1203
 973,54825,1310,1282,1203
 974,54820,1314,1282,1201
 975,54814,1311,1283,1201
 976,54829,1312,1282,1201
 977,54821,1310,1283,1201
 978,54832,1314,1282,1202
 979,54825,1310,1282,1202
 980,54822,1311,1283,1203
 981,54828,1311,1283,1201
 982,54828,1311,1284,1203
 983,54823,1312,1284,1202
 984,54822,1310,1283,1202
 985,54822,1312,1283,1200
 986,54824,1310,1282,1202
 987,54831,1311,1282,1200
 988,54820,1308,1283,1201
 989,54815,1314,1283,1200
 990,54812,1310,1283,1202
 991,54818,1312,1281,1202
 992,54818,1309,1284,1202
 993,54818,1313,1282,1203
 994,54821,1310,1284,1202
 995,54818,1311,1283,1202
 996,54814,1310,1283,1201
 997,54817,1310,1282,1203
 998,54805,1311,1283,1200
 999,54804,1313,1282,1202
 1000,54797,1311,1285,1201
 1001,54805,1310,1282,1202
 1002,54798,1310,1284,1200
 1003,54801,1314,1282,1203
 1004,54807,1311,1284,1203
 1005,54804,1311,1283,1203
 1006,54809,1310,1283,1203
 1007,54814,1313,1284,1202
 1008,54819,1311,1284,1201
 1009,54817,1313,1282,1203
 1010,54812,1310,1281,1203
 1011,54809,1313,1283,1203
 1012,54813,1312,1281,1203
 1013,54820,1313,1283,1203
 1014,54814,1311,1283,1203
 1015,54814,1313,1282,1199
 1016,54803,1311,1283,1203
 1017,54805,1311,1281,1201
 1018,54806,1313,1283,1202
 1019,54803,1310,1280,1202
 1020,54801,1313,1283,1202
 1021,54808,1309,1280,1201
 1022,54806,1312,1283,1200
 1023,54808,1311,1282,1201
 1024,54799,1313,1283,1201
 1025,54803,1310,1284,1202
 1026,54800,1311,1282,1201
 1027,54804,1311,1284,1202
 1028,54802,1312,1283,1200
 1029,54801,1311,1282,1203
 1030,54804,1309,1282,1201
 1031,54795,1313,1284,1202
 1032,54796,1311,1282,1201
 1033,54801,1313,1283,1202
 1034,54801,1309,1283,1200
 1035,54803,1313,1282,1201
 1036,54801,1311,1282,1201
 1037,54801,1312,1283,1202
 1038,54798,1310,1284,1202
 1039,54790,1311,1283,1202
 1040,54802,1310,1280,1203
 1041,54794,1313,1284,1202
 1042,54792,1311,1281,1200
 1043,54790,1311,1284,1202
 1044,54794,1312,1281,1202
 1045,54798,1313,1285,1201
 1046,54788,1311,1282,1203
 1047,54792,1311,1282,1200
 1048,54794,1313,1282,1203
 1049,54798,1310,1284,1200
 1050,54780,1313,1282,1203
 1051,54797,1309,1285,1201
 1052,54784,1314,1283,1201
 1053,54793,1311,1284,1200
 1054,54784,1312,1282,1202
 1055,54779,1310,1283,1201
 1056,54782,1312,1285,1202
 1057,54780,1310,1282,1203
 1058,54792,1313,1281,1201
 1059,54791,1311,1282,1201
 1060,54798,1313,1284,1203
 1061,54796,1311,1282,1202
 1062,54798,1310,1284,1200
 1063,54789,1313,1283,1203
 1064,54791,1311,1283,1201
 1065,54790,1314,1283,1202
 1066,54789,1312,1284,1201
 1067,54795,1313,1283,1204
 1068,54788,1311,1283,1202
 1069,54790,1313,1282,1201
 1070,54789,1312,1283,1203
 1071,54783,1314,1283,1202
 1072,54788,1311,1284,1200
 1073,54779,1312,1283,1203
 1074,54789,1311,1283,1203
 1075,54798,1312,1283,1200
 1076,54792,1311,1282,1201
 1077,54791,1313,1282,1202
 1078,54793,1311,1284,1202
 1079,54797,1312,1282,1201
 1080,54795,1311,1285,1200
 1081,54795,1313,1285,1202
 1082,54807,1310,1283,1204
 1083,54804,1312,1281,1201
 1084,54800,1311,1284,1202
 1085,54805,1313,1283,1202
 1086,54806,1310,1283,1202
 1087,54803,1314,1282,1200
 1088,54803,1312,1283,1203
 1089,54802,1312,1283,1201
 1090,54802,1310,1281,1203
 1091,54800,1313,1284,1200
 1092,54804,1311,1282,1201
 1093,54806,1313,1283,1201
 1094,54802,1314,1282,1202
 1095,54812,1311,1285,1204
 1096,54811,1312,1283,1203
 1097,54803,1311,1283,1201
 1098,54808,1312,1281,1203
 1099,54801,1310,1284,1202
 1100,54795,1310,1283,1204
 1101,54803,1309,1283,1201
 1102,54803,1311,1285,1202
 1103,54800,1310,1283,1202
 1104,54796,1312,1283,1200
 1105,54793,1312,1283,1203
 1106,54793,1313,1284,1200
 1107,54793,1311,1284,1202
 1108,54791,1312,1284,1199
 1109,54792,1312,1283,1203
 1110,54794,1309,1284,1202
 1111,54786,1314,1281,1204
 1112,54790,1311,1283,1202
 1113,54791,1313,1283,1203
 1114,54803,1311,1282,1201
 1115,54803,1312,1283,1202
 1116,54795,1310,1284,1201
 1117,54796,1313,1284,1202
 1118,54798,1310,1284,1201
 1119,54808,1313,1281,1201
 1120,54806,1311,1284,1201
 1121,54810,1312,1281,1199
 1122,54807,1310,1284,1204
 1123,54806,1312,1281,1201
 1124,54809,1309,1284,1201
 1125,54811,1313,1281,1200
 1126,54804,1313,1282,1202
 1127,54812,1310,1280,1203
 1128,54808,1311,1283,1202
 1129,54817,1310,1284,1203
 1130,54814,1310,1284,1202
 1131,54813,1310,1281,1202
 1132,54806,1310,1285,1203
 1133,54807,1310,1283,1202
 1134,54802,1311,1284,1201
 1135,54809,1312,1283,1203
 1136,54809,1311,1283,1200
 1137,54808,1311,1283,1203
 1138,54809,1312,1285,1201
 1139,54803,1312,1283,1204
 1140,54810,1312,1284,1201
 1141,54803,1312,1283,1201
 1142,54804,1313,1283,1203
 1143,54795,1312,1283,1203
 1144,54802,1311,1282,1201
 1145,54807,1311,1284,1204
 1146,54806,1313,1282,1205
 1147,54804,1313,1284,1201
 1148,54797,1312,1282,1202
 1149,54807,1311,1285,1201
 1150,54799,1313,1282,1202
 1151,54809,1312,1283,1200
 1152,54804,1313,1284,1203
 1153,54805,1311,1285,1202
 1154,54807,1313,1283,1202
 1155,54803,1311,1284,1201
 1156,54805,1312,1285,1202
 1157,54800,1310,1284,1201
 1158,54806,1312,1282,1202
 1159,54787,1313,1283,1203
 1160,54793,1311,1282,1202
 1161,54793,1314,1283,1201
 1162,54793,1311,1282,1203
 1163,54792,1313,1283,1202
 1164,54789,1310,1284,1201
 1165,54787,1314,1283,1202
 1166,54792,1310,1282,1203
 1167,54794,1311,1282,1203
 1168,54793,1313,1283,1202
 1169,54793,1312,1284,1202
 1170,54788,1312,1284,1202
 1171,54791,1311,1283,1203
 1172,54792,1311,1284,1203
 1173,54797,1311,1284,1202
 1174,54798,1312,1283,1201
 1175,54803,1311,1283,1203
 1176,54805,1311,1283,1200
 1177,54797,1310,1285,1201
 1178,54795,1312,1284,1201
 1179,54797,1309,1282,1202
 1180,54786,1312,1285,1201
 1181,54804,1310,1283,1203
 1182,54789,1309,1282,1203
 1183,54795,1310,1284,1202
 1184,54797,1310,1283,1203
 1185,54795,1310,1283,1203
 1186,54802,1310,1282,1201
 1187,54800,1308,1284,1201
 1188,54793,1311,1283,1203
 1189,54788,1310,1283,1203
 1190,54799,1310,1285,1203
 1191,54796,1312,1284,1203
 1192,54796,1313,1282,1203
 1193,54789,1312,1283,1201
 1194,54781,1310,1283,1203
 1195,54781,1313,1283,1203
 1196,54787,1311,1282,1202
 1197,54793,1311,1283,1200
 1198,54789,1312,1283,1203
 1199,54787,1311,1283,1202
 1200,54790,1311,1282,1203
 1201,54794,1312,1284,1202
 1202,54784,1311,1283,1203
 1203,54798,1311,1284,1201
 1204,54799,1310,1282,1204
 1205,54794,1312,1283,1203
 1206,54794,1312,1283,1201
 1207,54786,1311,1281,1202
 1208,54791,1312,1284,1201
 1209,54793,1311,1281,1201
 1210,54789,1311,1283,1199
 1211,54796,1311,1283,1204
 1212,54795,1312,1284,1201
 1213,54795,1310,1283,1203
 1214,54786,1311,1285,1202
 1215,54793,1311,1282,1201
 1216,54791,1310,1284,1202
 1217,54797,1311,1284,1203
 1218,54795,1312,1283,1203
 1219,54790,1310,1284,1202
 1220,54782,1311,1282,1203
 1221,54788,1311,1284,1204
 1222,54794,1311,1282,1201
 1223,54782,1313,1283,1201
 1224,54785,1311,1280,1204
 1225,54787,1311,1284,1201
 1226,54779,1312,1281,1203
 1227,54782,1312,1283,1200
 1228,54790,1310,1281,1203
 1229,54785,1313,1284,1201
 1230,54789,1311,1282,1203
 1231,54789,1312,1283,1199
 1232,54781,1310,1284,1203
 1233,54781,1313,1282,1201
 1234,54783,1310,1283,1203
 1235,54790,1311,1283,1201
 1236,54791,1310,1284,1203
 1237,54791,1313,1283,1201
 1238,54784,1311,1284,1204
 1239,54792,1310,1283,1203
 1240,54788,1311,1283,1202
 1241,54791,1313,1281,1202
 1242,54791,1310,1284,1202
 1243,54792,1313,1284,1203
 1244,54801,1311,1282,1202
 1245,54794,1314,1282,1201
 1246,54799,1310,1284,1201
 1247,54801,1312,1283,1204
 1248,54801,1312,1285,1201
 1249,54801,1314,1283,1202
 1250,54800,1313,1282,1202
 1251,54806,1311,1284,1203
 1252,54801,1311,1284,1201
 1253,54808,1312,1282,1202
 1254,54803,1311,1283,1202
 1255,54798,1313,1283,1203
 1256,54793,1311,1284,1202
 1257,54799,1311,1284,1202
 1258,54788,1311,1283,1202
 1259,54799,1314,1283,1203
 1260,54795,1312,1286,1201
 1261,54794,1313,1283,1203
 1262,54804,1310,1282,1203
 1263,54796,1310,1283,1201
 1264,54793,1315,1282,1203
 1265,54787,1312,1283,1202
 1266,54796,1313,1281,1202
 1267,54788,1312,1283,1199
 1268,54801,1313,1282,1201
 1269,54805,1310,1282,1200
 1270,54805,1311,1287,1202
 1271,54797,1310,1283,1203
 1272,54801,1312,1282,1204
 1273,54802,1310,1284,1203
 1274,54809,1311,1283,1202
 1275,54809,1311,1283,1202
 1276,54812,1311,1284,1203
 1277,54810,1310,1283,1202
 1278,54809,1312,1283,1202
 1279,54809,1310,1283,1201
 1280,54813,1314,1281,1204
 1281,54805,1311,1284,1204
 1282,54808,1311,1281,1202
 1283,54811,1311,1283,1202
 1284,54805,1312,1281,1202
 1285,54812,1310,1282,1201
 1286,54816,1313,1281,1202
 1287,54816,1310,1283,1202
 1288,54815,1314,1282,1202
 1289,54819,1311,1285,1200
 1290,54820,1313,1283,1202
 1291,54822,1310,1285,1203
 1292,54815,1313,1281,1201
 1293,54817,1312,1284,1203
 1294,54817,1311,1284,1202
 1295,54816,1310,1284,1202
 1296,54814,1314,1283,1202
 1297,54823,1310,1283,1201
 1298,54821,1313,1282,1204
 1299,54814,1311,1284,1203
 1300,54827,1313,1282,1202
 1301,54817,1311,1283,1202
 1302,54823,1310,1284,1203
 1303,54821,1311,1281,1201
 1304,54820,1312,1283,1203
 1305,54824,1310,1281,1200
 1306,54826,1312,1284,1203
 1307,54828,1310,1282,1201
 1308,54822,1311,1284,1201
 1309,54827,1310,1280,1199
 1310,54829,1309,1283,1203
 1311,54829,1312,1282,1202
 1312,54827,1310,1283,1202
 1313,54836,1312,1284,1202
 1314,54832,1311,1282,1201
 1315,54827,1312,1283,1202
 1316,54835,1310,1285,1203
 1317,54836,1312,1284,1202
 1318,54834,1311,1282,1200
 1319,54826,1312,1284,1204
 1320,54835,1311,1282,1200
 1321,54835,1312,1284,1202
 1322,54835,1311,1283,1201
 1323,54829,1312,1286,1203
 1324,54835,1310,1283,1200
 1325,54831,1314,1283,1201
 1326,54828,1312,1282,1202
 1327,54827,1312,1284,1203
 1328,54824,1309,1281,1201
 1329,54820,1312,1282,1202
 1330,54823,1311,1282,1203
 1331,54821,1312,1282,1203
 1332,54822,1310,1280,1202
 1333,54826,1312,1283,1202
 1334,54824,1310,1284,1202
 1335,54818,1313,1284,1200
 1336,54825,1309,1283,1201
 1337,54823,1314,1285,1200
 1338,54819,1310,1285,1200
 1339,54820,1311,1283,1199
 1340,54812,1311,1283,1202
 1341,54819,1314,1284,1202
 1342,54811,1308,1284,1202
 1343,54818,1312,1284,1201
 1344,54814,1311,1283,1202
 1345,54814,1311,1283,1202
 1346,54822,1310,1284,1202
 1347,54823,1312,1284,1201
 1348,54817,1311,1283,1201
 1349,54813,1312,1284,1202
 1350,54822,1309,1286,1199
 1351,54816,1312,1284,1202
 1352,54806,1310,1283,1199
 1353,54816,1312,1285,1201
 1354,54816,1310,1285,1201
 1355,54817,1313,1284,1202
 1356,54818,1311,1284,1200
 1357,54830,1312,1284,1203
 1358,54821,1312,1283,1200
 1359,54817,1313,1282,1200
 1360,54818,1312,1282,1200
 1361,54825,1312,1284,1201
 1362,54821,1311,1281,1201
 1363,54816,1312,1284,1203
 1364,54821,1309,1284,1200
 1365,54818,1311,1284,1202
 1366,54819,1312,1283,1201
 1367,54819,1311,1284,1202
 1368,54825,1313,1283,1203
 1369,54822,1311,1285,1202
 1370,54827,1314,1285,1201
 1371,54818,1311,1282,1202
 1372,54816,1312,1283,1203
 1373,54821,1308,1285,1202
 1374,54822,1312,1282,1203
 1375,54822,1310,1283,1201
 1376,54825,1310,1283,1202
 1377,54824,1310,1283,1200
 1378,54821,1312,1283,1203
 1379,54822,1311,1283,1201
 1380,54818,1312,1282,1201
 1381,54826,1312,1285,1200
 1382,54820,1313,1284,1203
 1383,54826,1311,1282,1201
 1384,54819,1312,1283,1202
 1385,54816,1311,1282,1202
 1386,54821,1313,1283,1203
 1387,54816,1310,1283,1201
 1388,54825,1310,1282,1201
 1389,54818,1311,1283,1202
 1390,54823,1312,1283,1199
 1391,54817,1313,1283,1202
 1392,54818,1312,1281,1201
 1393,54825,1309,1283,1200
 1394,54819,1312,1281,1200
 1395,54824,1312,1282,1202
 1396,54828,1312,1280,1200
 1397,54825,1311,1282,1203
 1398,54821,1311,1281,1202
 1399,54821,1309,1282,1202
 1400,54824,1311,1283,1201
 1401,54821,1310,1283,1202
 1402,54823,1311,1282,1201
 1403,54818,1310,1284,1202
 1404,54818,1312,1284,1200
 1405,54811,1311,1284,1202
 1406,54819,1309,1283,1201
 1407,54819,1311,1282,1201
 1408,54830,1311,1284,1202
 1409,54826,1311,1282,1200
 1410,54812,1309,1285,1201
 1411,54814,1312,1283,1200
 1412,54815,1309,1283,1202
 1413,54817,1311,1281,1202
 1414,54816,1311,1283,1203
 1415,54816,1312,1283,1201
 1416,54825,1309,1284,1198
 1417,54824,1313,1284,1200
 1418,54823,1311,1284,1202
 1419,54823,1311,1282,1203
 1420,54826,1310,1285,1201
 1421,54822,1311,1284,1203
 1422,54825,1315,1284,1202
 1423,54814,1310,1282,1202
 1424,54814,1312,1284,1201
 1425,54819,1311,1283,1203
 1426,54823,1313,1284,1203
 1427,54825,1310,1283,1204
 1428,54824,1310,1281,1201
 1429,54821,1311,1284,1202
 1430,54823,1310,1282,1202
 1431,54831,1309,1283,1203
 1432,54833,1312,1282,1201
 1433,54824,1311,1283,1202
 1434,54814,1311,1282,1202
 1435,54822,1309,1282,1203
 1436,54818,1310,1281,1203
 1437,54823,1312,1284,1202
 1438,54828,1313,1284,1201
 1439,54829,1310,1284,1201
 1440,54823,1311,1283,1204
 1441,54823,1311,1286,1202
 1442,54820,1312,1284,1202
 1443,54829,1310,1283,1202
 1444,54832,1313,1282,1202
 1445,54821,1309,1284,1202
 1446,54821,1311,1284,1200
 1447,54825,1308,1281,1202
 1448,54820,1312,1283,1201
 1449,54830,1311,1282,1201
 1450,54823,1312,1283,1201
 1451,54829,1310,1281,1202
 1452,54827,1313,1284,1200
 1453,54832,1311,1281,1204
 1454,54820,1314,1284,1200
 1455,54830,1311,1282,1203
 1456,54825,1314,1285,1200
 1457,54813,1309,1282,1202
 1458,54818,1312,1282,1201
 1459,54821,1311,1280,1202
 1460,54828,1312,1283,1201
 1461,54822,1311,1281,1203
 1462,54823,1309,1284,1201
 1463,54817,1313,1284,1202
 1464,54814,1310,1284,1201
 1465,54807,1313,1283,1199
 1466,54818,1311,1283,1202
 1467,54806,1312,1285,1201
 1468,54810,1312,1284,1201
 1469,54808,1313,1283,1200
 1470,54812,1311,1283,1203
 1471,54816,1312,1283,1201
 1472,54815,1312,1283,1202
 1473,54815,1312,1284,1201
 1474,54822,1312,1283,1203
 1475,54820,1312,1284,1204
 1476,54820,1311,1284,1203
 1477,54820,1313,1283,1203
 1478,54823,1310,1282,1203
 1479,54816,1313,1283,1202
 1480,54826,1310,1281,1200
 1481,54820,1312,1283,1202
 1482,54821,1310,1283,1200
 1483,54821,1311,1283,1202
 1484,54825,1310,1283,1201
 1485,54823,1311,1285,1203
 1486,54821,1312,1283,1201
 1487,54823,1311,1284,1202
 1488,54819,1313,1282,1202
 1489,54815,1309,1283,1204
 1490,54822,1312,1281,1203
 1491,54820,1309,1282,1203
 1492,54831,1313,1281,1202
 1493,54823,1309,1285,1204
 1494,54823,1314,1281,1202
 1495,54820,1309,1283,1204
 1496,54827,1311,1282,1202
 1497,54823,1310,1284,1201
 1498,54824,1312,1283,1203
 1499,54824,1311,1284,1200
 1500,54822,1312,1282,1202
 1501,54822,1311,1284,1201
 1502,54821,1312,1282,1202
 1503,54823,1310,1284,1202
 1504,54814,1313,1283,1202
 1505,54818,1310,1283,1202
 1506,54817,1311,1283,1202
 1507,54815,1310,1283,1202
 1508,54814,1312,1284,1201
 1509,54810,1310,1283,1200
 1510,54812,1310,1283,1201
 1511,54812,1311,1282,1202
 1512,54815,1310,1283,1200
 1513,54821,1311,1282,1203
 1514,54809,1310,1284,1202
 1515,54818,1311,1281,1202
 1516,54821,1310,1282,1200
 1517,54815,1311,1280,1201
 1518,54824,1310,1283,1203
 1519,54824,1313,1284,1203
 1520,54818,1310,1283,1202
 1521,54819,1313,1283,1202
 1522,54821,1311,1284,1202
 1523,54829,1312,1282,1203
 1524,54821,1310,1283,1202
 1525,54825,1313,1283,1202
 1526,54833,1313,1283,1203
 1527,54822,1310,1284,1201
 1528,54821,1313,1282,1203
 1529,54824,1310,1283,1200
 1530,54823,1312,1283,1203
 1531,54822,1309,1284,1200
 1532,54819,1312,1283,1202
 1533,54828,1312,1284,1200
 1534,54823,1313,1282,1203
 1535,54823,1310,1284,1201
 1536,54831,1313,1283,1203
 1537,54829,1310,1283,1201
 1538,54825,1313,1282,1201
 1539,54829,1310,1284,1201
 1540,54826,1311,1284,1203
 1541,54828,1310,1283,1202
 1542,54831,1311,1282,1199
 1543,54826,1311,1283,1203
 1544,54831,1309,1283,1201
 1545,54827,1314,1284,1202
 1546,54826,1310,1282,1201
 1547,54835,1313,1285,1203
 1548,54823,1310,1282,1201
 1549,54829,1313,1283,1202
 1550,54828,1311,1283,1200
 1551,54822,1312,1284,1203
 1552,54823,1311,1281,1201
 1553,54813,1311,1284,1202
 1554,54830,1311,1283,1201
 1555,54829,1312,1283,1203
 1556,54828,1310,1282,1201
 1557,54826,1312,1285,1202
 1558,54823,1313,1284,1202
 1559,54824,1310,1283,1201
 1560,54828,1313,1283,1202
 1561,54827,1310,1286,1201
 1562,54823,1314,1284,1202
 1563,54828,1312,1284,1202
 1564,54821,1312,1283,1201
 1565,54827,1309,1282,1203
 1566,54818,1311,1284,1202
 1567,54812,1310,1282,1200
 1568,54816,1313,1284,1202
 1569,54822,1311,1282,1200
 1570,54818,1312,1283,1201
 1571,54814,1311,1283,1199
 1572,54815,1313,1283,1202
 1573,54822,1313,1284,1200
 1574,54818,1312,1282,1202
 1575,54821,1311,1283,1202
 1576,54817,1312,1284,1202
 1577,54816,1313,1282,1202
 1578,54826,1311,1283,1202
 1579,54822,1311,1281,1202
 1580,54819,1313,1284,1203
 1581,54825,1311,1281,1201
 1582,54827,1312,1283,1202
 1583,54829,1311,1281,1201
 1584,54829,1312,1284,1200
 1585,54828,1310,1283,1202
 1586,54822,1312,1284,1201
 1587,54818,1312,1282,1201
 1588,54814,1312,1284,1200
 1589,54817,1311,1281,1202
 1590,54818,1311,1284,1201
 1591,54820,1314,1284,1203
 1592,54811,1310,1283,1202
 1593,54813,1310,1284,1202
 1594,54806,1309,1285,1202
 1595,54815,1312,1283,1203
 1596,54815,1310,1283,1201
 1597,54815,1312,1282,1202
 1598,54807,1310,1282,1203
 1599,54809,1313,1283,1201
 1600,54809,1310,1282,1203
 1601,54806,1312,1284,1201
 1602,54805,1311,1282,1202
 1603,54809,1313,1284,1201
 1604,54810,1310,1282,1203
 1605,54816,1312,1284,1200
 1606,54815,1310,1283,1202
 1607,54808,1313,1284,1201
 1608,54812,1309,1282,1203
 1609,54818,1313,1283,1202
 1610,54818,1310,1283,1202
 1611,54814,1310,1284,1202
 1612,54824,1310,1282,1201
 1613,54812,1312,1282,1201
 1614,54805,1311,1286,1203
 1615,54808,1312,1283,1201
 1616,54803,1311,1285,1203
 1617,54806,1312,1280,1202
 1618,54813,1312,1283,1205
 1619,54806,1312,1282,1201
 1620,54813,1311,1282,1202
 1621,54808,1313,1281,1203
 1622,54807,1312,1282,1201
 1623,54819,1311,1283,1200
 1624,54813,1310,1284,1201
 1625,54812,1311,1283,1201
 1626,54811,1312,1283,1200
 1627,54816,1311,1283,1199
 1628,54816,1311,1285,1201
 1629,54813,1312,1283,1200
 1630,54814,1312,1283,1202
 1631,54816,1312,1282,1201
 1632,54820,1310,1284,1203
 1633,54812,1313,1285,1202
 1634,54810,1311,1283,1202
 1635,54816,1312,1282,1202
 1636,54822,1310,1282,1204
 1637,54824,1312,1283,1201
 1638,54825,1313,1283,1202
 1639,54824,1310,1283,1201
 1640,54826,1313,1284,1201
 1641,54822,1310,1284,1203
 1642,54835,1311,1283,1203
 1643,54834,1309,1282,1203
 1644,54834,1312,1282,1203
 1645,54834,1312,1283,1202
 1646,54835,1312,1281,1202
 1647,54827,1311,1282,1204
 1648,54835,1311,1281,1201
 1649,54845,1311,1283,1201
 1650,54838,1313,1283,1203
 1651,54843,1312,1284,1203
 1652,54844,1311,1282,1202
 1653,54851,1311,1284,1203
 1654,54844,1310,1283,1203
 1655,54846,1313,1284,1203
 1656,54839,1310,1282,1200
 1657,54837,1312,1282,1202
 1658,54847,1310,1285,1202
 1659,54849,1313,1283,1203
 1660,54845,1310,1282,1201
 1661,54846,1312,1283,1202
 1662,54846,1312,1283,1202
 1663,54839,1313,1282,1201
 1664,54838,1310,1283,1202
 1665,54833,1311,1285,1201
 1666,54841,1313,1284,1202
 1667,54837,1313,1283,1203
 1668,54834,1311,1283,1201
 1669,54832,1311,1282,1203
 1670,54834,1310,1282,1201
 1671,54838,1312,1281,1201
 1672,54833,1312,1284,1201
 1673,54835,1311,1281,1200
 1674,54830,1310,1283,1202
 1675,54834,1312,1280,1200
 1676,54835,1310,1284,1203
 1677,54839,1311,1283,1201
 1678,54840,1313,1284,1203
 1679,54840,1311,1284,1203
 1680,54842,1311,1284,1202
 1681,54837,1309,1284,1203
 1682,54838,1312,1283,1202
 1683,54844,1311,1284,1202
 1684,54839,1312,1282,1203
 1685,54839,1309,1283,1202
 1686,54840,1310,1283,1201
 1687,54832,1311,1283,1204
 1688,54833,1312,1283,1204
 1689,54835,1312,1284,1202
 1690,54834,1312,1284,1201
 1691,54830,1309,1284,1200
 1692,54829,1312,1285,1203
 1693,54837,1311,1283,1203
 1694,54830,1312,1283,1200
 1695,54833,1311,1281,1204
 1696,54834,1311,1283,1201
 1697,54829,1311,1283,1202
 1698,54823,1312,1282,1200
 1699,54826,1310,1283,1203
 1700,54830,1311,1283,1200
 1701,54819,1311,1282,1201
 1702,54819,1311,1281,1204
 1703,54821,1310,1285,1201
 1704,54811,1313,1282,1202
 1705,54818,1311,1283,1202
 1706,54803,1312,1281,1202
 1707,54808,1309,1282,1202
 1708,54806,1313,1282,1203
 1709,54809,1311,1282,1202
 1710,54818,1311,1284,1203
 1711,54811,1310,1284,1201
 1712,54822,1312,1284,1203
 1713,54813,1312,1284,1202
 1714,54816,1312,1283,1203
 1715,54814,1310,1283,1199
 1716,54811,1312,1282,1204
 1717,54813,1311,1283,1201
 1718,54808,1311,1284,1202
 1719,54814,1313,1283,1202
 1720,54810,1310,1285,1202
 1721,54816,1312,1281,1201
 1722,54806,1308,1285,1202
 1723,54815,1314,1281,1203
 1724,54808,1311,1284,1201
 1725,54814,1311,1281,1202
 1726,54813,1310,1285,1202
 1727,54817,1312,1283,1202
 1728,54813,1310,1284,1201
 1729,54821,1312,1282,1204
 1730,54829,1310,1284,1200
 1731,54822,1311,1283,1202
 1732,54825,1311,1284,1200
 1733,54828,1312,1282,1205
 1734,54833,1312,1282,1202
 1735,54825,1309,1283,1202
 1736,54830,1314,1282,1204
 1737,54831,1311,1284,1202
 1738,54820,1312,1282,1202
 1739,54837,1309,1283,1204
 1740,54827,1313,1281,1203
 1741,54831,1312,1284,1202
 1742,54825,1312,1283,1203
 1743,54827,1310,1284,1203
 1744,54833,1312,1283,1204
 1745,54829,1311,1282,1202
 1746,54826,1312,1283,1203
 1747,54820,1312,1284,1202
 1748,54818,1310,1283,1202
 1749,54821,1311,1284,1201
 1750,54813,1311,1284,1203
 1751,54825,1313,1282,1203
 1752,54829,1311,1283,1205
 1753,54821,1312,1283,1201
 1754,54817,1311,1284,1201
 1755,54823,1312,1281,1202
 1756,54821,1311,1284,1202
 1757,54819,1312,1282,1203
 1758,54826,1310,1283,1201
 1759,54829,1312,1281,1203
 1760,54818,1309,1285,1201
 1761,54822,1311,1283,1204
 1762,54823,1310,1284,1200
 1763,54820,1312,1282,1204
 1764,54814,1311,1283,1201
 1765,54816,1311,1282,1202
 1766,54816,1310,1282,1200
 1767,54818,1312,1282,1202
 1768,54814,1310,1283,1202
 1769,54813,1311,1283,1203
 1770,54810,1310,1284,1201
 1771,54808,1313,1282,1204
 1772,54814,1311,1285,1202
 1773,54817,1311,1282,1203
 1774,54809,1310,1282,1203
 1775,54816,1312,1285,1202
 1776,54815,1312,1281,1202
 1777,54818,1311,1285,1203
 1778,54815,1310,1282,1204
 1779,54816,1315,1283,1201
 1780,54825,1312,1282,1202
 1781,54816,1311,1283,1202
 1782,54818,1314,1283,1202
 1783,54821,1311,1283,1203
 1784,54816,1313,1283,1204
 1785,54818,1309,1284,1200
 1786,54821,1312,1285,1202
 1787,54823,1311,1284,1201
 1788,54815,1313,1283,1204
 1789,54816,1311,1285,1201
 1790,54817,1311,1283,1204
 1791,54818,1311,1285,1203
 1792,54812,1313,1282,1203
 1793,54813,1311,1283,1201
 1794,54810,1312,1283,1202
 1795,54809,1310,1284,1203
 1796,54810,1312,1284,1203
 1797,54810,1310,1283,1202
 1798,54814,1310,1284,1201
 1799,54813,1313,1282,1203
 1800,54809,1311,1284,1200
 1801,54810,1312,1282,1203
 1802,54807,1309,1283,1202
 1803,54802,1313,1281,1201
 1804,54806,1312,1283,1199
