0,122,176,0,0
 1,123,176,0,0
 2,123,177,0,0
 3,122,177,0,0
 4,122,177,0,0
 5,123,177,0,0
 6,121,177,0,0
 7,122,176,0,0
 8,123,176,0,0
 9,122,177,0,0
 10,122,177,0,0
 11,121,177,0,0
 12,123,176,0,0
 13,122,176,0,0
 14,122,177,0,0
 15,121,176,0,0
 16,122,177,0,0
 17,122,177,0,0
 18,123,177,0,0
 19,122,176,0,0
 20,122,178,0,0
 21,123,177,0,0
 22,121,177,0,0
 23,121,176,0,0
 24,122,177,0,0
 25,122,177,0,0
 26,121,177,0,0
 27,122,177,0,0
 28,122,178,0,0
 29,122,176,0,0
 30,123,176,0,0
 31,122,177,0,0
 32,122,176,0,0
 33,123,177,0,0
 34,122,176,0,0
 35,123,176,0,0
 36,121,177,0,0
 37,122,177,0,0
 38,122,177,0,0
 39,122,177,0,0
 40,122,178,0,0
 41,122,177,0,0
 42,122,177,0,0
 43,124,176,0,0
 44,122,176,0,0
 45,122,177,0,0
 46,121,177,0,0
 47,123,177,0,0
 48,122,177,0,0
 49,122,177,0,0
 50,121,177,0,0
 51,123,176,0,0
 52,122,177,0,0
 53,122,176,0,0
 54,122,177,0,0
 55,122,177,0,0
 56,123,177,0,0
 57,123,177,0,0
 58,122,177,0,0
 59,123,176,0,0
 60,122,177,0,0
 61,122,177,0,0
 62,123,177,0,0
 63,123,177,0,0
 64,123,177,0,0
 65,122,177,0,0
 66,122,177,0,0
 67,121,176,0,0
 68,123,177,0,0
 69,123,177,0,0
 70,122,177,0,0
 71,123,177,0,0
 72,122,177,0,0
 73,122,176,0,0
 74,123,177,0,0
 75,122,176,0,0
 76,123,176,0,0
 77,123,177,0,0
 78,122,177,0,0
 79,123,177,0,0
 80,122,177,0,0
 81,121,177,0,0
 82,122,176,0,0
 83,123,177,0,0
 84,122,177,0,0
 85,122,177,0,0
 86,122,177,0,0
 87,123,177,0,0
 88,122,177,0,0
 89,122,177,0,0
 90,122,177,0,0
 91,123,177,0,0
 92,122,176,0,0
 93,122,177,0,0
 94,121,177,0,0
 95,121,177,0,0
 96,123,177,0,0
 97,122,177,0,0
 98,122,176,0,0
 99,122,176,0,0
 100,121,177,0,0
 101,122,176,0,0
 102,122,177,0,0
 103,122,177,0,0
 104,122,177,0,0
 105,122,177,0,0
 106,123,177,0,0
 107,121,177,0,0
 108,123,177,0,0
 109,122,176,0,0
 110,121,177,0,0
 111,123,176,0,0
 112,122,176,0,0
 113,123,177,0,0
 114,122,177,0,0
 115,122,177,0,0
 116,122,176,0,0
 117,122,177,0,0
 118,123,176,0,0
 119,122,177,0,0
 120,122,177,0,0
 121,122,177,0,0
 122,122,177,0,0
 123,122,177,0,0
 124,123,177,0,0
 125,121,177,0,0
 126,122,177,0,0
 127,123,177,0,0
 128,123,176,0,0
 129,123,177,0,0
 130,122,176,0,0
 131,122,177,0,0
 132,123,177,0,0
 133,123,176,0,0
 134,122,176,0,0
 135,123,177,0,0
 136,122,176,0,0
 137,122,177,0,0
 138,125,177,0,0
 139,122,176,0,0
 140,122,176,0,0
 141,122,177,0,0
 142,122,176,0,0
 143,123,176,0,0
 144,123,176,0,0
 145,121,177,0,0
 146,122,176,0,0
 147,122,176,0,0
 148,122,177,0,0
 149,121,177,0,0
 150,121,176,0,0
 151,122,176,0,0
 152,122,177,0,0
 153,122,176,0,0
 154,122,177,0,0
 155,122,177,0,0
 156,123,177,0,0
 157,123,177,0,0
 158,122,177,0,0
 159,122,177,0,0
 160,122,177,0,0
 161,122,177,0,0
 162,122,177,0,0
 163,121,177,0,0
 164,122,177,0,0
 165,122,177,0,0
 166,122,177,0,0
 167,122,177,0,0
 168,123,177,0,0
 169,121,177,0,0
 170,122,177,0,0
 171,122,176,0,0
 172,122,176,0,0
 173,122,178,0,0
 174,122,177,0,0
 175,122,177,0,0
 176,123,177,0,0
 177,123,177,0,0
 178,122,177,0,0
 179,122,177,0,0
 180,122,176,0,0
 181,122,177,0,0
 182,123,177,0,0
 183,121,177,0,0
 184,122,177,0,0
 185,122,176,0,0
 186,122,177,0,0
 187,122,176,0,0
 188,122,177,0,0
 189,123,177,0,0
 190,122,177,0,0
 191,122,177,0,0
 192,123,177,0,0
 193,122,177,0,0
 194,123,177,0,0
 195,121,176,0,0
 196,122,177,0,0
 197,123,176,0,0
 198,123,176,0,0
 199,123,177,0,0
 200,122,177,0,0
 201,122,176,0,0
 202,122,176,0,0
 203,121,176,0,0
 204,122,176,0,0
 205,122,177,0,0
 206,121,178,0,0
 207,122,177,0,0
 208,122,177,0,0
 209,122,177,0,0
 210,122,177,0,0
 211,122,177,0,0
 212,123,177,0,0
 213,122,177,0,0
 214,122,177,0,0
 215,122,176,0,0
 216,122,176,0,0
 217,122,176,0,0
 218,122,177,0,0
 219,122,176,0,0
 220,122,176,0,0
 221,123,177,0,0
 222,121,176,0,0
 223,122,176,0,0
 224,122,178,0,0
 225,123,177,0,0
 226,123,177,0,0
 227,122,177,0,0
 228,122,177,0,0
 229,122,177,0,0
 230,122,176,0,0
 231,123,177,0,0
 232,122,176,0,0
 233,121,176,0,0
 234,122,177,0,0
 235,121,176,0,0
 236,122,177,0,0
 237,122,177,0,0
 238,122,177,0,0
 239,123,176,0,0
 240,122,177,0,0
 241,122,176,0,0
 242,123,177,0,0
 243,121,176,0,0
 244,122,176,0,0
 245,120,177,0,0
 246,123,176,0,0
 247,122,177,0,0
 248,122,177,0,0
 249,123,176,0,0
 250,122,177,0,0
 251,122,176,0,0
 252,122,176,0,0
 253,122,177,0,0
 254,123,177,0,0
 255,122,177,0,0
 256,121,177,0,0
 257,123,177,0,0
 258,122,176,0,0
 259,122,177,0,0
 260,122,177,0,0
 261,123,177,0,0
 262,122,176,0,0
 263,121,177,0,0
 264,122,176,0,0
 265,123,177,0,0
 266,122,177,0,0
 267,123,176,0,0
 268,122,177,0,0
 269,121,177,0,0
 270,122,177,0,0
 271,122,177,0,0
 272,123,177,0,0
 273,122,177,0,0
 274,122,177,0,0
 275,122,177,0,0
 276,122,177,0,0
 277,122,176,0,0
 278,122,177,0,0
 279,122,176,0,0
 280,122,176,0,0
 281,122,176,0,0
 282,121,177,0,0
 283,123,176,0,0
 284,122,177,0,0
 285,121,177,0,0
 286,122,177,0,0
 287,122,177,0,0
 288,123,176,0,0
 289,124,177,0,0
 290,122,178,0,0
 291,123,177,0,0
 292,122,177,0,0
 293,122,177,0,0
 294,122,177,0,0
 295,122,177,0,0
 296,122,176,0,0
 297,123,177,0,0
 298,122,177,0,0
 299,122,176,0,0
 300,123,177,0,0
 301,122,177,0,0
 302,122,177,0,0
 303,122,177,0,0
 304,122,176,0,0
 305,122,177,0,0
 306,122,177,0,0
 307,123,177,0,0
 308,122,176,0,0
 309,123,176,0,0
 310,123,176,0,0
 311,122,176,0,0
 312,122,178,0,0
 313,122,177,0,0
 314,122,177,0,0
 315,124,177,0,0
 316,122,177,0,0
 317,121,177,0,0
 318,122,177,0,0
 319,122,178,0,0
 320,122,177,0,0
 321,123,177,0,0
 322,123,177,0,0
 323,122,177,0,0
 324,122,176,0,0
 325,121,175,0,0
 326,123,176,0,0
 327,122,177,0,0
 328,122,176,0,0
 329,123,177,0,0
 330,122,176,0,0
 331,124,175,0,0
 332,122,177,0,0
 333,122,176,0,0
 334,122,177,0,0
 335,122,176,0,0
 336,122,177,0,0
 337,122,177,0,0
 338,122,177,0,0
 339,122,177,0,0
 340,122,177,0,0
 341,123,177,0,0
 342,123,177,0,0
 343,123,177,0,0
 344,122,176,0,0
 345,122,176,0,0
 346,122,176,0,0
 347,122,177,0,0
 348,121,176,0,0
 349,122,176,0,0
 350,122,177,0,0
 351,123,176,0,0
 352,122,176,0,0
 353,122,177,0,0
 354,122,177,0,0
 355,122,177,0,0
 356,122,177,0,0
 357,122,177,0,0
 358,123,177,0,0
 359,121,177,0,0
 360,121,176,0,0
 361,122,177,0,0
 362,123,177,0,0
 363,121,176,0,0
 364,122,176,0,0
 365,122,177,0,0
 366,121,176,0,0
 367,123,176,0,0
 368,122,177,0,0
 369,121,177,0,0
 370,122,176,0,0
 371,123,177,0,0
 372,122,176,0,0
 373,122,176,0,0
 374,123,177,0,0
 375,122,176,0,0
 376,122,178,0,0
 377,122,177,0,0
 378,122,177,0,0
 379,122,177,0,0
 380,122,177,0,0
 381,123,177,0,0
 382,122,177,0,0
 383,122,176,0,0
 384,122,177,0,0
 385,122,177,0,0
 386,122,177,0,0
 387,122,177,0,0
 388,122,176,0,0
 389,122,176,0,0
 390,122,177,0,0
 391,121,177,0,0
 392,122,177,0,0
 393,123,176,0,0
 394,122,177,0,0
 395,122,177,0,0
 396,122,177,0,0
